,C1,C2,C3,state,action,optimal_cost,year
524,73.26504135303882,101.56666682814597,86.89947765913148,5,0,73.26504135303882,53
525,82.47701747881422,126.76504135303882,86.89947765913148,4,0,82.47701747881422,53
526,585.9694776591314,137.97701747881422,86.89947765913148,3,2,86.89947765913148,53
527,2085.9694776591314,1642.9694776591314,1086.8994776591314,2,2,1086.8994776591314,53
528,2085.9694776591314,2143.9694776591314,1086.8994776591314,1,2,1086.8994776591314,53
529,2085.9694776591314,2144.4694776591314,1086.8994776591314,0,2,1086.8994776591314,53
530,26.89947765913148,27.39947765913148,85.96947765913148,9,0,26.89947765913148,54
531,31.230646479009444,29.89947765913148,85.96947765913148,8,1,29.89947765913148,54
532,40.15455946452805,39.730646479009444,85.96947765913148,7,1,39.730646479009444,54
533,57.13760604671504,56.65455946452805,85.96947765913148,6,1,56.65455946452805,54
534,72.34464128250494,100.63760604671504,85.96947765913148,5,0,72.34464128250494,54
535,81.54864198784381,125.84464128250494,85.96947765913148,4,0,81.54864198784381,54
536,585.0394776591315,137.0486419878438,85.96947765913148,3,2,85.96947765913148,54
537,2085.0394776591315,1642.0394776591315,1085.9694776591314,2,2,1085.9694776591314,54
538,2085.0394776591315,2143.0394776591315,1085.9694776591314,1,2,1085.9694776591314,54
539,2085.0394776591315,2143.5394776591315,1085.9694776591314,0,2,1085.9694776591314,54
540,25.969477659131485,26.469477659131485,85.03947765913148,9,0,25.969477659131485,55
541,30.30064644120956,28.969477659131485,85.03947765913148,8,1,28.969477659131485,55
542,39.22455923269058,38.800646441209565,85.03947765913148,7,1,38.800646441209565,55
543,56.20862291043275,55.72455923269058,85.03947765913148,6,1,55.72455923269058,55
544,71.42507938851797,99.70862291043275,85.03947765913148,5,0,71.42507938851797,55
545,80.62069832838759,124.92507938851797,85.03947765913148,4,0,80.62069832838759,55
546,584.1094776591315,136.1206983283876,85.03947765913148,3,2,85.03947765913148,55
547,2084.1094776591317,1641.1094776591317,1085.0394776591315,2,2,1085.0394776591315,55
548,2084.1094776591317,2142.1094776591317,1085.0394776591315,1,2,1085.0394776591315,55
549,2084.1094776591317,2142.6094776591317,1085.0394776591315,0,2,1085.0394776591315,55
550,25.039477659131485,25.539477659131485,84.10947765913149,9,0,25.039477659131485,56
551,29.37064627686224,28.039477659131485,84.10947765913149,8,1,28.039477659131485,56
552,38.29455822471644,37.87064627686224,84.10947765913149,7,1,37.87064627686224,56
553,55.27971684138404,54.79455822471644,84.10947765913149,6,1,54.79455822471644,56
554,70.50638806600872,98.77971684138404,84.10947765913149,5,0,70.50638806600872,56
555,79.69330129110124,124.00638806600872,84.10947765913149,4,0,79.69330129110124,56
556,583.1794776591314,135.19330129110125,84.10947765913149,3,2,84.10947765913149,56
557,2083.1794776591314,1640.1794776591314,1084.1094776591315,2,2,1084.1094776591315,56
558,2083.1794776591314,2141.1794776591314,1084.1094776591315,1,2,1084.1094776591315,56
559,2083.1794776591314,2141.6794776591314,1084.1094776591315,0,2,1084.1094776591315,56
560,24.109477659131485,24.609477659131485,83.17947765913149,9,0,24.109477659131485,57
561,28.440645562308667,27.109477659131485,83.17947765913149,8,1,27.109477659131485,57
562,37.364553842405805,36.94064556230867,83.17947765913149,7,1,36.94064556230867,57
563,54.350877707163704,53.864553842405805,83.17947765913149,6,1,53.864553842405805,57
564,69.58858716438611,97.8508777071637,83.17947765913149,5,0,69.58858716438611,57
565,78.76659618061218,123.08858716438611,83.17947765913149,4,0,78.76659618061218,57
566,582.2494776591316,134.26659618061217,83.17947765913149,3,2,83.17947765913149,57
567,2082.2494776591316,1639.2494776591316,1083.1794776591314,2,2,1083.1794776591314,57
568,2082.2494776591316,2140.2494776591316,1083.1794776591314,1,2,1083.1794776591314,57
569,2082.2494776591316,2140.7494776591316,1083.1794776591314,0,2,1083.1794776591314,57
